data,date
0.195,2016/7/1 2:25
0.21,2016/7/1 2:25
0.22,2016/7/1 2:25
0.235,2016/7/1 2:25
0.245,2016/7/1 2:25
0.25,2016/7/1 2:25
0.255,2016/7/1 2:25
0.26,2016/7/1 2:25
0.265,2016/7/1 2:25
0.265,2016/7/1 2:25
0.27,2016/7/1 2:25
0.27,2016/7/1 2:25
0.27,2016/7/1 2:25
0.265,2016/7/1 2:25
0.26,2016/7/1 2:25
0.25,2016/7/1 2:25
0.24,2016/7/1 2:25
0.225,2016/7/1 2:25
0.21,2016/7/1 2:25
0.195,2016/7/1 2:25
0.18,2016/7/1 2:25
0.17,2016/7/1 2:25
0.16,2016/7/1 2:25
0.15,2016/7/1 2:25
0.14,2016/7/1 2:25
0.135,2016/7/1 2:25
0.125,2016/7/1 2:25
0.115,2016/7/1 2:25
0.11,2016/7/1 2:25
0.1,2016/7/1 2:25
0.09,2016/7/1 2:25
0.085,2016/7/1 2:26
0.075,2016/7/1 2:26
0.065,2016/7/1 2:26
0.055,2016/7/1 2:26
0.04,2016/7/1 2:26
0.03,2016/7/1 2:26
0.02,2016/7/1 2:26
0.005,2016/7/1 2:26
-0.005,2016/7/1 2:26
-0.01,2016/7/1 2:26
-0.02,2016/7/1 2:26
-0.02,2016/7/1 2:26
-0.02,2016/7/1 2:26
-0.02,2016/7/1 2:26
-0.015,2016/7/1 2:26
-0.01,2016/7/1 2:26
-0.005,2016/7/1 2:26
0,2016/7/1 2:26
0,2016/7/1 2:26
0,2016/7/1 2:26
0,2016/7/1 2:26
-0.005,2016/7/1 2:26
-0.005,2016/7/1 2:26
-0.01,2016/7/1 2:26
-0.01,2016/7/1 2:26
-0.01,2016/7/1 2:26
-0.015,2016/7/1 2:26
-0.015,2016/7/1 2:26
-0.02,2016/7/1 2:26
-0.03,2016/7/1 2:26
-0.035,2016/7/1 2:26
-0.04,2016/7/1 2:26
-0.045,2016/7/1 2:26
-0.05,2016/7/1 2:26
-0.05,2016/7/1 2:26
-0.045,2016/7/1 2:26
-0.045,2016/7/1 2:26
-0.045,2016/7/1 2:26
-0.045,2016/7/1 2:26
-0.05,2016/7/1 2:26
-0.055,2016/7/1 2:26
-0.065,2016/7/1 2:26
-0.07,2016/7/1 2:26
-0.08,2016/7/1 2:26
-0.085,2016/7/1 2:26
-0.085,2016/7/1 2:26
-0.085,2016/7/1 2:26
-0.075,2016/7/1 2:26
-0.07,2016/7/1 2:26
-0.055,2016/7/1 2:26
-0.045,2016/7/1 2:26
-0.035,2016/7/1 2:26
-0.03,2016/7/1 2:26
-0.025,2016/7/1 2:26
-0.03,2016/7/1 2:26
-0.035,2016/7/1 2:26
-0.04,2016/7/1 2:26
-0.05,2016/7/1 2:26
-0.06,2016/7/1 2:26
-0.065,2016/7/1 2:26
-0.07,2016/7/1 2:27
-0.07,2016/7/1 2:27
-0.07,2016/7/1 2:27
-0.065,2016/7/1 2:27
-0.055,2016/7/1 2:27
-0.05,2016/7/1 2:27
-0.045,2016/7/1 2:27
-0.04,2016/7/1 2:27
-0.04,2016/7/1 2:27
-0.05,2016/7/1 2:27
-0.055,2016/7/1 2:27
-0.065,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.08,2016/7/1 2:27
-0.085,2016/7/1 2:27
-0.085,2016/7/1 2:27
-0.085,2016/7/1 2:27
-0.085,2016/7/1 2:27
-0.08,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.07,2016/7/1 2:27
-0.065,2016/7/1 2:27
-0.06,2016/7/1 2:27
-0.05,2016/7/1 2:27
-0.045,2016/7/1 2:27
-0.04,2016/7/1 2:27
-0.03,2016/7/1 2:27
-0.03,2016/7/1 2:27
-0.03,2016/7/1 2:27
-0.035,2016/7/1 2:27
-0.045,2016/7/1 2:27
-0.06,2016/7/1 2:27
-0.07,2016/7/1 2:27
-0.085,2016/7/1 2:27
-0.09,2016/7/1 2:27
-0.095,2016/7/1 2:27
-0.1,2016/7/1 2:27
-0.095,2016/7/1 2:27
-0.09,2016/7/1 2:27
-0.08,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.065,2016/7/1 2:27
-0.06,2016/7/1 2:27
-0.06,2016/7/1 2:27
-0.055,2016/7/1 2:27
-0.055,2016/7/1 2:27
-0.06,2016/7/1 2:27
-0.065,2016/7/1 2:27
-0.065,2016/7/1 2:27
-0.07,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:27
-0.075,2016/7/1 2:28
-0.075,2016/7/1 2:28
-0.075,2016/7/1 2:28
-0.075,2016/7/1 2:28
-0.075,2016/7/1 2:28
-0.075,2016/7/1 2:28
-0.075,2016/7/1 2:28
-0.08,2016/7/1 2:28
-0.08,2016/7/1 2:28
